,,,,,,,,,,,,,,Type of Payment code,Vehicle Code
,,8339,Sat,Aug,14,03:02:33,2021,6064120,,,,4698.0,PC8BCEB19,,
,,8340,Tue,Aug,,3,10:32:06,2021,2105382,,,,4362,,
,,8341,Mon,Aug,,2,08:09:50,2021,4237519,,,,4299,,
,,8342,Thu,Aug,12,01:55:24,2021,1554584,,,,4353.0,PC79BCF60,,
,,8343,Thu,Jul,29,17:57:46,2021,3787241,,,,4587.0,PC576A3BA,,
,,8344,Tue,Aug,17,15:43:40,2021,2652266,,,,4755.0,PC628DCED,,
,,8345,Wed,Aug,,4,11:23:36,2021,3635833,,,,4698,,
,,8346,Wed,Aug,11,04:07:28,2021,9005255,,,,4100.0,PCC6DD8D5,,
,,8347,Fri,Aug,,6,22:52:27,2021,3823058,,,,4619,,
,,8348,Wed,Aug,18,23:12:47,2021,7492274,,,,4599.0,PC800C92D,,
,,8349,Sun,Aug,15,17:02:07,2021,8747866,,,,4352.0,PC99B9343,,
,,8350,Mon,Aug,,9,06:24:56,2021,3169560,,,,4188,,
,,8351,Thu,Jul,29,22:41:01,2021,6529144,,,,4516.0,PCF7F25B7,,
,,8352,Sun,Aug,15,07:48:13,2021,1711124,,,,4751.0,PCD33B3C9,,
,,8353,Thu,Jul,29,23:08:51,2021,8795670,,,,4692.0,PC1CDFCF6,,
,,8354,Sun,Aug,15,02:45:48,2021,8397107,,,,4130.0,PC9F22103,,
,,8355,Sat,Aug,,7,13:23:00,2021,5472256,,,,4503,,
,,8356,Fri,Jul,30,14:37:51,2021,9016605,,,,4344.0,PC417B8DF,,
,,8357,Sun,Aug,,1,11:20:01,2021,7326756,,,,4518,,
,,8358,Thu,Aug,12,08:08:34,2021,348970,,,,,4405,,
,,8359,Wed,Aug,,4,23:51:24,2021,7249116,,,,4426,,
,,8360,Fri,Aug,,6,02:56:55,2021,393761,,,,,,
,,8361,Sun,Aug,,1,16:31:09,2021,1303899,,,,4388,,
,,8362,Thu,Aug,,5,00:45:19,2021,5590957,,,,4287,,
,,8363,Tue,Aug,10,01:52:06,2021,4635796,,,,4828.0,PCF712D1A,,
,,8364,Sat,Aug,21,02:19:13,2021,4435136,,,,4368.0,PC909A324,,
,,8365,Thu,Aug,,5,21:08:38,2021,8655228,,,,4821,,
,,8366,Mon,Aug,,2,04:55:52,2021,9600670,,,,4034,,
,,8367,Wed,Aug,,4,08:09:01,2021,3416717,,,,4109,,
,,8368,Mon,Aug,,2,09:06:25,2021,3094827,,,,4116,,
,,8369,Sun,Aug,,8,23:56:22,2021,5189374,,,,4439,,
,,8370,Tue,Aug,10,15:51:32,2021,8127863,,,,4231.0,PC016D687,,
,,8371,Fri,Aug,13,22:08:04,2021,8558170,,,,4128.0,PCC0E7E2A,,
,,8372,Fri,Aug,13,00:51:04,2021,8834251,,,,4233.0,PC57279D0,,
,,8373,Sun,Aug,,1,15:30:54,2021,6502525,,,,4577,,
,,8374,Tue,Aug,,3,15:56:43,2021,4921770,,,,4833,,
,,8375,Sun,Aug,22,04:50:50,2021,3624718,,,,4663.0,PCA7178EC,,
,,8376,Wed,Aug,18,06:17:37,2021,931001,,,,,4904,,
,,8377,Fri,Aug,20,14:10:37,2021,2837201,,,,4175.0,PC08EA270,,
,,8378,Fri,Aug,13,20:01:42,2021,2044018,,,,4538.0,PCDE5402C,,
,,8379,Wed,Aug,18,12:23:45,2021,2112502,,,,4521.0,PCD2C9ECF,,
,,8380,Thu,Aug,19,02:07:27,2021,8672956,,,,4274.0,PC88EA64E,,
,,8381,Sun,Aug,22,06:14:57,2021,9552553,,,,4063.0,PC7667A3E,,
,,8382,Mon,Aug,,9,22:04:19,2021,4223646,,,,4976,,
,,8383,Sun,Aug,15,07:26:30,2021,593264,,,,,4020,,
,,8384,Fri,Aug,,6,05:41:12,2021,9835241,,,,4133,,
,,8385,Thu,Jul,29,22:29:59,2021,7876529,,,,4059.0,PC06E8A1C,,
,,8386,Thu,Aug,,5,11:43:00,2021,7544156,,,,4908,,
,,8387,Sat,Aug,21,06:39:25,2021,2751912,,,,4274.0,PC88EA64E,,
,,8388,Fri,Jul,30,01:28:40,2021,4637683,,,,4600.0,PCB99E8F9,,
,,8389,Sun,Aug,,1,10:53:23,2021,2277951,,,,4554,,
,,8390,Thu,Aug,12,10:39:56,2021,8170862,,,,4681.0,PCBEB4D23,,
,,8391,Sun,Aug,,8,22:11:42,2021,9986753,,,,4176,,
,,8392,Mon,Aug,,2,12:02:32,2021,274814,,,,,,
,,8393,Fri,Jul,30,15:37:47,2021,7303373,,,,4265.0,PC5B2AFFA,,
,,8394,Thu,Jul,29,20:59:32,2021,7749481,,,,4737.0,PCED7EAFE,,
,,8395,Wed,Aug,,4,01:26:43,2021,2387036,,,,4325,,
,,8396,Fri,Aug,13,22:09:02,2021,6127462,,,,4943.0,PC0A5DC1F,,
,,8397,Tue,Aug,17,01:10:27,2021,8231389,,,,4143.0,PC5F47DCF,,
,,8398,Sat,Aug,21,08:01:56,2021,6336470,,,,4472.0,PC303DD56,,
,,8399,Sun,Aug,,8,03:17:48,2021,6250184,,,,4222,,
,,8400,Sun,Aug,,1,18:43:20,2021,401574,,,,,,
,,8401,Wed,Aug,18,07:49:45,2021,6581814,,,,4390.0,PC983A913,,
,,8402,Sun,Aug,,8,06:00:04,2021,2154383,,,,4975,,
,,8403,Tue,Aug,10,21:17:10,2021,5071918,,,,4085.0,PC6150735,,
,,8404,Sun,Aug,,1,21:35:29,2021,6400126,,,,4151,,
,,8405,Sun,Aug,,1,23:44:30,2021,7868537,,,,4101,,
,,8406,Sun,Aug,22,17:07:08,2021,7372483,,,,4932.0,PC46C4A27,,
,,8407,Sat,Aug,14,07:29:37,2021,5820590,,,,4120.0,PC6700C62,,
,,8408,Thu,Aug,,5,06:27:01,2021,4185310,,,,4541,,
,,8409,Tue,Aug,17,08:58:31,2021,5507905,,,,4052.0,PC25E70B7,,
,,8410,Fri,Aug,,6,23:20:56,2021,2356221,,,,4906,,
,,8411,Tue,Aug,,3,02:49:04,2021,3924783,,,,4207,,
,,8412,Sat,Aug,21,13:16:17,2021,6833234,,,,4624.0,PCDF73A3C,,
,,8413,Mon,Aug,,9,15:34:44,2021,230476,,,,,,
,,8414,Sat,Jul,31,02:47:18,2021,4562644,,,,4845.0,PCEEC0DB3,,
,,8415,Wed,Aug,11,11:26:50,2021,4063284,,,,4453.0,PC5EC8DF5,,
,,8416,Sat,Jul,31,06:43:54,2021,8318845,,,,4623.0,PCAA67227,,
,,8417,Sun,Aug,,1,07:30:31,2021,7797951,,,,4656,,
,,8418,Tue,Aug,,3,20:07:45,2021,2718597,,,,4805,,
,,8419,Sat,Aug,14,12:51:12,2021,8986329,,,,4192.0,PC74F6341,,
,,8420,Fri,Jul,30,05:23:52,2021,9640321,,,,4047.0,PC6D105CF,,
,,8421,Thu,Aug,,5,16:17:12,2021,7963268,,,,4903,,
,,8422,Sat,Jul,31,08:12:05,2021,8352111,,,,4321.0,PC591BDF7,,
,,8423,Sun,Aug,,8,13:26:16,2021,2219293,,,,4567,,
,,8424,Tue,Aug,10,11:28:06,2021,8346782,,,,4624.0,PCDF73A3C,,
,,8425,Sun,Aug,,8,06:39:31,2021,2225982,,,,4372,,
,,8426,Wed,Aug,18,12:36:02,2021,9236522,,,,4173.0,PC0EB640E,,
,,8427,Sat,Jul,31,06:28:16,2021,9191707,,,,4155.0,PC9042B3F,,
,,8428,Mon,Aug,,9,17:46:51,2021,4044411,,,,4221,,
,,8429,Sun,Aug,,8,20:58:07,2021,7605886,,,,4290,,
,,8430,Sat,Aug,14,02:04:13,2021,6517851,,,,4559.0,PC93AAEC9,,
,,8431,Mon,Aug,16,18:00:32,2021,2389461,,,,4860.0,PCF4A2DA9,,
,,8432,Fri,Jul,30,13:22:47,2021,1550317,,,,4956.0,PCB7040B7,,
,,8433,Tue,Aug,10,22:15:49,2021,9849990,,,,4106.0,PC9764C98,,
,,8434,Sat,Aug,14,01:36:45,2021,4582806,,,,4336.0,PCD30AB50,,
,,8435,Thu,Aug,,5,21:18:35,2021,4135891,,,,4958,,
,,8436,Sat,Aug,14,14:21:34,2021,2154997,,,,4080.0,PCBE7E15B,,
,,8437,Mon,Aug,16,17:58:21,2021,4960975,,,,4185.0,PC7F5C566,,
,,8438,Mon,Aug,16,12:29:52,2021,230223,,,,,4023,,
,,8439,Thu,Aug,12,20:53:14,2021,9624930,,,,4269.0,PCC7106FF,,
,,8440,Sat,Aug,14,22:44:10,2021,3538985,,,,4400.0,PC3BD7D63,,
,,8441,Thu,Aug,12,09:38:38,2021,950130,,,,,4687,,
,,8442,Sun,Aug,22,02:51:44,2021,1356196,,,,4319.0,PCAD79413,,
,,8443,Sat,Jul,31,05:42:50,2021,7376951,,,,4516.0,PCF7F25B7,,
,,8444,Fri,Aug,13,03:03:31,2021,6885677,,,,4371.0,PC7E22FD8,,
,,8445,Sat,Jul,31,18:53:25,2021,3142673,,,,4143.0,PC5F47DCF,,
,,8446,Thu,Aug,12,16:00:07,2021,2996023,,,,4042.0,PC5D4DE09,,
,,8447,Thu,Aug,19,04:06:00,2021,960832,,,,,4318,,
,,8448,Sun,Aug,,8,16:47:19,2021,3151565,,,,4953,,
,,8449,Mon,Aug,16,22:52:55,2021,296161,,,,,4821,,
,,8450,Mon,Aug,16,03:48:17,2021,4251894,,,,4675.0,PCE49911B,,
,,8451,Tue,Aug,,3,16:28:18,2021,2357502,,,,4559,,
,,8452,Wed,Aug,11,01:27:47,2021,6595185,,,,4748.0,PCF2ECD29,,
,,8453,Fri,Jul,30,17:55:47,2021,3137683,,,,4410.0,PC6EFC03B,,
,,8454,Thu,Aug,19,13:24:31,2021,7955597,,,,4381.0,PC9DD9DCD,,
,,8455,Mon,Aug,,9,05:23:30,2021,9649067,,,,4257,,
,,8456,Mon,Aug,,2,20:53:33,2021,9650170,,,,4853,,
,,8457,Thu,Aug,,5,04:56:56,2021,2210444,,,,4013,,
,,8458,Tue,Aug,10,03:00:39,2021,871948,,,,,4668,,
,,8459,Wed,Aug,11,23:23:48,2021,3072600,,,,4857.0,PC59F4E22,,
,,8460,Thu,Aug,,5,21:08:04,2021,151206,,,,,,
,,8461,Wed,Aug,18,09:01:23,2021,938735,,,,,4672,,
,,8462,Fri,Jul,30,14:33:19,2021,4054191,,,,4694.0,PCBCF42C2,,
,,8463,Sat,Aug,21,02:05:45,2021,7219687,,,,4050.0,PC822E359,,
,,8464,Sat,Jul,31,11:20:58,2021,2607963,,,,4126.0,PC74CE451,,
,,8465,Sun,Aug,,8,23:44:56,2021,2130560,,,,4024,,
,,8466,Mon,Aug,,9,04:25:10,2021,8329033,,,,4183,,
,,8467,Sun,Aug,,1,06:39:54,2021,1840148,,,,4212,,
,,8468,Thu,Aug,12,03:34:15,2021,7399926,,,,4585.0,PCF3AE602,,
,,8469,Mon,Aug,16,10:30:25,2021,7749812,,,,4347.0,PC3EC1FDF,,
,,8470,Sun,Aug,22,04:41:42,2021,5006132,,,,4726.0,PCF6540C0,,
,,8471,Tue,Aug,17,15:31:20,2021,8464535,,,,4777.0,PCB1132AC,,
,,8472,Mon,Aug,,9,07:25:16,2021,2610238,,,,4800,,
,,8473,Mon,Aug,,9,21:01:40,2021,6153649,,,,4942,,
,,8474,Tue,Aug,17,11:21:08,2021,1543287,,,,4737.0,PCED7EAFE,,
,,8475,Sun,Aug,,1,21:24:11,2021,2063253,,,,4443,,
,,8476,Sun,Aug,,1,10:44:59,2021,1061295,,,,4880,,
,,8477,Fri,Aug,,6,11:53:05,2021,2527358,,,,4255,,
,,8478,Sun,Aug,,8,15:44:34,2021,9185590,,,,4757,,
,,8479,Mon,Aug,,2,00:57:48,2021,9277316,,,,4176,,
,,8480,Mon,Aug,,2,20:24:02,2021,9142056,,,,4828,,
,,8481,Thu,Aug,,5,09:02:54,2021,2476630,,,,4377,,
,,8482,Tue,Aug,,3,16:40:29,2021,4799875,,,,4018,,
,,8483,Sun,Aug,,8,11:12:22,2021,5215838,,,,4868,,
,,8484,Sun,Aug,15,17:16:12,2021,482573,,,,,4638,,
,,8485,Fri,Aug,20,23:07:15,2021,5941477,,,,4298.0,PC3E474F6,,
,,8486,Mon,Aug,,2,00:13:39,2021,8050522,,,,4356,,
,,8487,Wed,Aug,18,18:55:16,2021,9769488,,,,4759.0,PC4A6C6D9,,
,,8488,Sat,Jul,31,10:36:02,2021,9980303,,,,4869.0,PCF775FA6,,
,,8489,Fri,Aug,13,22:41:17,2021,830236,,,,,5000,,
,,8490,Wed,Aug,11,05:40:52,2021,9411278,,,,4926.0,PCCBCFEDE,,
,,8491,Wed,Aug,11,03:53:07,2021,4341836,,,,4893.0,PC3743587,,
,,8492,Sat,Aug,14,20:25:15,2021,9581496,,,,4150.0,PCC8441A8,,
,,8493,Sun,Aug,,8,16:09:21,2021,4171166,,,,4297,,
,,8494,Mon,Aug,,9,21:05:12,2021,1025866,,,,4774,,
,,8495,Sun,Aug,,1,12:16:41,2021,3053925,,,,4966,,
,,8496,Tue,Aug,10,17:18:12,2021,9071474,,,,4237.0,PC51D1059,,
,,8497,Sun,Aug,,1,04:57:07,2021,8536396,,,,4648,,
,,8498,Thu,Aug,12,15:06:22,2021,4424227,,,,4417.0,PC208F9BB,,
,,8499,Tue,Aug,17,14:44:16,2021,1510463,,,,4632.0,PCC1FFE5B,,
,,8500,Thu,Aug,19,02:02:43,2021,1597203,,,,4612.0,PC871C1FC,,
,,8501,Tue,Aug,10,16:43:26,2021,8541712,,,,4533.0,PC8DA1D3B,,
,,8502,Sat,Aug,,7,02:02:08,2021,6461855,,,,4591,,
,,8503,Sun,Aug,,1,00:44:34,2021,8177959,,,,4343,,
,,8504,Fri,Aug,20,11:09:54,2021,1540962,,,,4050.0,PC822E359,,
,,8505,Mon,Aug,,9,11:02:13,2021,4382548,,,,4340,,
,,8506,Sun,Aug,22,13:13:15,2021,5705632,,,,4543.0,PC74F5EBA,,
,,8507,Sun,Aug,,8,21:57:36,2021,343809,,,,,,
,,8508,Wed,Aug,18,05:41:57,2021,4951088,,,,4526.0,PCCB07C68,,
,,8509,Wed,Aug,18,03:14:03,2021,1608282,,,,4880.0,PC5A27CDE,,
,,8510,Mon,Aug,16,23:08:36,2021,223180,,,,,4640,,
,,8511,Wed,Aug,11,06:30:22,2021,5758325,,,,4187.0,PCF8D98DC,,
,,8512,Mon,Aug,,9,03:12:59,2021,2909311,,,,4602,,
,,8513,Tue,Aug,17,09:46:24,2021,8681880,,,,4144.0,PCAC7E4C1,,
,,8514,Fri,Jul,30,13:59:28,2021,9188062,,,,4847.0,PCD546332,,
,,8515,Tue,Aug,17,10:55:12,2021,9075719,,,,4646.0,PC3F8C42B,,
,,8516,Thu,Aug,12,21:50:29,2021,4650221,,,,4354.0,PC0671DD4,,
,,8517,Sun,Aug,22,02:36:07,2021,9469552,,,,4025.0,PC5ABB8E4,,
,,8518,Fri,Aug,13,12:29:13,2021,4182862,,,,4550.0,PC21A1833,,
,,8519,Sun,Aug,,8,06:08:03,2021,9521366,,,,4779,,
,,8520,Thu,Aug,12,03:41:49,2021,5779104,,,,4543.0,PC74F5EBA,,
,,8521,Sun,Aug,,1,17:05:13,2021,7545697,,,,4685,,
,,8522,Tue,Aug,17,00:42:27,2021,9872714,,,,4900.0,PCFE8B604,,
,,8523,Fri,Aug,13,12:50:29,2021,7635215,,,,4736.0,PC6A65941,,
,,8524,Sun,Aug,,8,18:55:48,2021,8673351,,,,4969,,
,,8525,Tue,Aug,17,02:09:29,2021,1943194,,,,4058.0,PC3415EA4,,
,,8526,Fri,Aug,,6,16:15:55,2021,1516019,,,,4712,,
,,8527,Fri,Jul,30,12:53:08,2021,9356107,,,,4765.0,PC795A0A3,,
,,8528,Mon,Aug,16,17:28:10,2021,9166150,,,,4078.0,PC8473A64,,
,,8529,Mon,Aug,,2,07:55:57,2021,8233790,,,,4035,,
,,8530,Mon,Aug,,2,22:59:06,2021,1546130,,,,4359,,
,,8531,Mon,Aug,,9,16:59:12,2021,9644904,,,,4675,,
,,8532,Fri,Aug,13,02:41:15,2021,733962,,,,,4485,,
,,8533,Wed,Aug,18,11:55:11,2021,7437723,,,,4776.0,PC6906524,,
,,8534,Thu,Aug,,5,12:23:46,2021,6139856,,,,4336,,
,,8535,Mon,Aug,,9,11:27:44,2021,8354816,,,,4733,,
,,8536,Thu,Aug,19,13:05:55,2021,3217203,,,,4263.0,PCD6DBA1D,,
,,8537,Mon,Aug,,2,14:30:59,2021,2587163,,,,4021,,
,,8538,Thu,Aug,19,23:16:32,2021,8228837,,,,4892.0,PC7AA5B2F,,
,,8539,Sun,Aug,,1,23:00:02,2021,4082579,,,,4297,,
,,8540,Thu,Aug,12,07:41:51,2021,5998048,,,,4881.0,PCDE20E6F,,
,,8541,Sat,Aug,14,03:12:25,2021,2575618,,,,5009.0,PC70886EC,,
,,8542,Sun,Aug,,8,08:03:15,2021,7955318,,,,4513,,
,,8543,Thu,Jul,29,13:30:47,2021,4716858,,,,4719.0,PCBD66B01,,
,,8544,Mon,Aug,16,07:10:35,2021,5068531,,,,4301.0,PC540E129,,
,,8545,Sat,Aug,21,06:59:57,2021,5412124,,,,4906.0,PC3D58C5E,,
,,8546,Mon,Aug,16,16:30:11,2021,1481380,,,,4878.0,PC08F56A1,,
,,8547,Sat,Aug,21,04:18:29,2021,1958577,,,,4129.0,PCA6127FF,,
,,8548,Wed,Aug,,4,01:44:51,2021,6388344,,,,4700,,
,,8549,Tue,Aug,10,10:01:09,2021,8882736,,,,4573.0,PC4D8469D,,
,,8550,Sun,Aug,15,18:56:51,2021,6813790,,,,4709.0,PCC8C7059,,
,,8551,Mon,Aug,,2,23:10:09,2021,8187469,,,,4227,,
,,8552,Tue,Aug,17,00:48:07,2021,2603976,,,,4163.0,PC95B4E03,,
,,8553,Wed,Aug,,4,21:26:40,2021,6370336,,,,4394,,
,,8554,Fri,Aug,20,20:01:17,2021,2344517,,,,4233.0,PC57279D0,,
,,8555,Sun,Aug,22,11:24:54,2021,7016070,,,,4921.0,PCA70760B,,
,,8556,Mon,Aug,,2,08:21:14,2021,6353620,,,,4553,,
,,8557,Mon,Aug,16,07:58:53,2021,9181059,,,,4598.0,PC5526A36,,
,,8558,Thu,Aug,,5,16:41:26,2021,6485957,,,,4940,,
,,8559,Mon,Aug,16,07:31:21,2021,4203541,,,,4046.0,PCAC345FD,,
,,8560,Sun,Aug,15,11:48:17,2021,8194871,,,,4772.0,PC7368097,,
,,8561,Wed,Aug,,4,20:48:33,2021,1405197,,,,4889,,
,,8562,Tue,Aug,17,13:50:39,2021,9756792,,,,4242.0,PCECC4DE2,,
,,8563,Wed,Aug,18,01:08:20,2021,89608,,,,,,,
,,8564,Tue,Aug,,3,23:41:16,2021,517758,,,,,,
,,8565,Mon,Aug,,9,06:25:55,2021,5739366,,,,4357,,
,,8566,Sat,Aug,14,12:05:34,2021,2461595,,,,4030.0,PCA8A9AA8,,
,,8567,Sun,Aug,15,13:32:24,2021,1358313,,,,4516.0,PCF7F25B7,,
,,8568,Tue,Aug,10,18:15:30,2021,3556803,,,,4616.0,PCE6675F9,,
,,8569,Sun,Aug,22,06:32:55,2021,5740225,,,,4594.0,PC59414DA,,
,,8570,Sat,Jul,31,05:35:13,2021,4696898,,,,4529.0,PC3FAA264,,
,,8571,Fri,Aug,13,02:12:39,2021,7090716,,,,4426.0,PCC0E943C,,
,,8572,Tue,Aug,,3,07:06:58,2021,7413479,,,,4890,,
,,8573,Sun,Aug,22,14:02:33,2021,6998240,,,,4465.0,PCA227C6B,,
,,8574,Thu,Aug,,5,02:52:39,2021,8910631,,,,4748,,
,,8575,Sun,Aug,,1,06:32:09,2021,8877743,,,,4317,,
,,8576,Sun,Aug,,8,07:29:06,2021,7245885,,,,4499,,
,,8577,Fri,Aug,,6,19:40:18,2021,1333698,,,,4439,,
,,8578,Thu,Aug,,5,03:10:16,2021,7532593,,,,4556,,
,,8579,Wed,Aug,18,05:10:26,2021,8459938,,,,4164.0,PC578D797,,
,,8580,Fri,Aug,,6,03:52:01,2021,5783272,,,,4344,,
,,8581,Fri,Aug,13,23:13:37,2021,5261889,,,,4822.0,PCD1EB220,,
,,8582,Sat,Aug,14,10:06:23,2021,695279,,,,,4435,,
,,8583,Sat,Aug,21,00:57:11,2021,2804715,,,,4757.0,PC126524C,,
,,8584,Mon,Aug,,9,10:57:02,2021,7858541,,,,4658,,
,,8585,Sun,Aug,15,07:55:34,2021,529430,,,,,4403,,
,,8586,Wed,Aug,,4,02:28:06,2021,8034133,,,,4885,,
,,8587,Sat,Aug,14,12:42:07,2021,4738595,,,,4904.0,PC36C6441,,
,,8588,Sat,Aug,21,10:27:16,2021,326146,,,,,4160,,
,,8589,Tue,Aug,,3,01:18:31,2021,7125521,,,,4883,,
,,8590,Fri,Aug,13,18:49:41,2021,9735073,,,,4656.0,PC63844BC,,
,,8591,Wed,Aug,11,07:58:47,2021,2240976,,,,4541.0,PCC6A4CD8,,
,,8592,Thu,Aug,,5,13:51:01,2021,8389189,,,,4505,,
,,8593,Tue,Aug,,3,06:13:09,2021,2497392,,,,4130,,
,,8594,Fri,Jul,30,18:19:03,2021,9217376,,,,4513.0,PC52F533C,,
,,8595,Wed,Aug,,4,14:43:10,2021,5166854,,,,4541,,
,,8596,Thu,Aug,12,00:27:31,2021,3589109,,,,4443.0,PCC139BD8,,
,,8597,Sun,Aug,15,01:31:18,2021,2672490,,,,4827.0,PC7D68CD9,,
,,8598,Tue,Aug,17,01:34:21,2021,746416,,,,,4183,,
,,8599,Thu,Aug,19,14:20:58,2021,5118799,,,,4859.0,PC685B3B1,,
,,8600,Mon,Aug,,2,22:53:06,2021,4764871,,,,4490,,
,,8601,Mon,Aug,,2,23:02:31,2021,5184229,,,,4502,,
,,8602,Sun,Aug,22,05:29:53,2021,375626,,,,,4234,,
,,8603,Thu,Jul,29,14:07:42,2021,8260595,,,,4482.0,PCB6A16D7,,
,,8604,Fri,Aug,13,13:24:05,2021,1320317,,,,4047.0,PC6D105CF,,
,,8605,Thu,Aug,12,05:47:32,2021,7799178,,,,4380.0,PC905B5D4,,
,,8606,Thu,Aug,,5,00:15:25,2021,1941060,,,,4596,,
,,8607,Fri,Aug,,6,18:15:12,2021,1375608,,,,4421,,
,,8608,Fri,Aug,20,10:41:07,2021,5248927,,,,4997.0,PC8111910,,
,,8609,Sun,Aug,,1,10:16:15,2021,8522490,,,,4362,,
,,8610,Fri,Aug,13,18:27:51,2021,8149164,,,,4759.0,PC4A6C6D9,,
,,8611,Thu,Jul,29,23:56:37,2021,6810506,,,,4349.0,PC5AB6779,,
,,8612,Sun,Aug,22,11:34:44,2021,8572774,,,,4796.0,PCEBEEE05,,
,,8613,Sat,Jul,31,20:20:29,2021,6909466,,,,4444.0,PC4D84BFC,,
,,8614,Tue,Aug,10,21:19:55,2021,394608,,,,,4548,,
,,8615,Fri,Aug,13,15:43:02,2021,3681495,,,,4602.0,PC0D3474E,,
,,8616,Tue,Aug,10,22:17:17,2021,1166100,,,,4604.0,PC0553E32,,
,,8617,Sun,Aug,,1,08:40:13,2021,305185,,,,,,
,,8618,Fri,Jul,30,00:11:57,2021,9253449,,,,4656.0,PC63844BC,,
,,8619,Fri,Aug,13,00:08:12,2021,9043086,,,,4953.0,PC1E2B07E,,
,,8620,Mon,Aug,16,03:05:09,2021,3856647,,,,4400.0,PC3BD7D63,,
,,8621,Wed,Aug,18,02:07:34,2021,9720589,,,,4052.0,PC25E70B7,,
,,8622,Fri,Jul,30,23:53:23,2021,3121390,,,,4078.0,PC8473A64,,
,,8623,Sat,Jul,31,12:47:00,2021,7712166,,,,4882.0,PC8616CD8,,
,,8624,Wed,Aug,,4,14:52:45,2021,9406695,,,,4250,,
,,8625,Fri,Aug,,6,12:47:56,2021,8509476,,,,4379,,
,,8626,Wed,Aug,11,07:23:34,2021,2834435,,,,4818.0,PCF243BF3,,
,,8627,Fri,Aug,20,08:53:25,2021,3833539,,,,4982.0,PC384779E,,
,,8628,Mon,Aug,16,22:34:15,2021,5927895,,,,4650.0,PC544AE70,,
,,8629,Fri,Jul,30,22:55:30,2021,7756946,,,,4228.0,PC4F78F1B,,
,,8630,Wed,Aug,11,21:31:35,2021,9820140,,,,4088.0,PC14008D5,,
,,8631,Thu,Aug,,5,18:01:55,2021,4600511,,,,4886,,
,,8632,Fri,Aug,13,23:00:52,2021,6211488,,,,4698.0,PC8BCEB19,,
,,8633,Mon,Aug,,9,06:19:05,2021,1233609,,,,4837,,
,,8634,Mon,Aug,16,16:53:48,2021,17385,,,,,,,
,,8635,Mon,Aug,,9,23:31:24,2021,2558367,,,,4784,,
,,8636,Fri,Aug,,6,21:47:37,2021,5120922,,,,4947,,
,,8637,Thu,Jul,29,14:44:17,2021,4029806,,,,4220.0,PC02FEF7D,,
,,8638,Tue,Aug,17,19:32:21,2021,8053594,,,,4398.0,PCE60D320,,
,,8639,Sat,Aug,14,19:46:26,2021,1907405,,,,4667.0,PCD540B2F,,
,,8640,Wed,Aug,,4,23:25:09,2021,8474334,,,,4950,,
,,8641,Mon,Aug,,9,12:36:50,2021,7756365,,,,4009,,
,,8642,Tue,Aug,10,00:09:14,2021,2170087,,,,4680.0,PCC422F4D,,
,,8643,Sat,Jul,31,01:16:21,2021,1970134,,,,4527.0,PC59A0CB2,,
,,8644,Mon,Aug,,2,16:37:54,2021,6985399,,,,4103,,
,,8645,Fri,Jul,30,18:00:43,2021,13127,,,,,,,
,,8646,Wed,Aug,,4,22:15:47,2021,5008713,,,,4256,,
,,8647,Sat,Aug,21,17:56:11,2021,7671827,,,,4074.0,PCCAFD014,,
,,8648,Mon,Aug,,2,22:39:10,2021,8843086,,,,4204,,
,,8649,Thu,Aug,12,09:24:56,2021,423018,,,,,4637,,
,,8650,Mon,Aug,16,16:59:23,2021,7982360,,,,4363.0,PC62E1338,,
,,8651,Thu,Aug,12,22:51:32,2021,9216382,,,,4359.0,PCB27CFF1,,
,,8652,Sun,Aug,15,05:55:33,2021,5387350,,,,4015.0,PC524833E,,
,,8653,Thu,Aug,12,12:06:58,2021,3460140,,,,4207.0,PC76EDF79,,
,,8654,Mon,Aug,,9,01:45:08,2021,7545538,,,,5010,,
,,8655,Sat,Aug,14,12:39:12,2021,9865617,,,,4943.0,PC0A5DC1F,,
,,8656,Tue,Aug,,3,02:47:38,2021,6158234,,,,4271,,
,,8657,Sat,Aug,14,19:23:47,2021,5793391,,,,4186.0,PC922BA3E,,
,,8658,Sat,Aug,21,16:56:28,2021,3528420,,,,4413.0,PC6C88C27,,
,,8659,Sat,Aug,21,22:23:18,2021,7459428,,,,4621.0,PC9FB4E82,,
,,8660,Fri,Aug,20,03:31:40,2021,2966968,,,,4763.0,PCC62D342,,
,,8661,Mon,Aug,,2,00:55:20,2021,6451318,,,,4352,,
,,8662,Tue,Aug,10,13:54:35,2021,9437553,,,,4914.0,PC2F353E1,,
,,8663,Sat,Aug,14,07:53:07,2021,1338646,,,,4321.0,PC591BDF7,,
,,8664,Wed,Aug,11,04:08:24,2021,4637408,,,,4758.0,PCCE12794,,
,,8665,Mon,Aug,,2,01:16:22,2021,1534601,,,,4307,,
,,8666,Thu,Aug,19,09:13:33,2021,6054269,,,,4218.0,PC8DF4919,,
,,8667,Sun,Aug,15,04:32:50,2021,1431280,,,,4379.0,PC87C8BC4,,
,,8668,Sun,Aug,,8,04:34:47,2021,159511,,,,,,
,,8669,Wed,Aug,,4,01:34:29,2021,8623013,,,,4868,,
,,8670,Wed,Aug,18,14:15:24,2021,7113925,,,,4597.0,PCBDB8BB6,,
,,8671,Tue,Aug,,3,00:39:08,2021,2206412,,,,4144,,
,,8672,Fri,Aug,,6,14:01:24,2021,4902687,,,,4728,,
